"","ID","TYPE","LENGTH","DIAMETER","INVERT_Z1","INVERT_Z2","MATERIAL","MUNIC_NAME","BASIN","Shape__Length","SOURCEDATE","Year","Month"
"1299","2101S195P028","PIPE",25,"18",NA,NA,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",8.378981194,"Dec-12","12","Dec"
"1300","2101S195P025","PIPE",25,"18",NA,NA,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",8.801888071,"Dec-12","12","Dec"
"1301","2101S195P026","PIPE",25,"18",NA,NA,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",8.699251197,"Dec-12","12","Dec"
"1302","2101S191P053","PIPE",46,"18",NA,NA,"CORRUGATED PLASTIC PIPE","UNINCORPORATED MIAMI-DADE","C9",15.76952146,"Dec-12","12","Dec"
"1303","2101S194P001","PIPE",25,"15",NA,NA,"CONCRETE PIPE","MIAMI GARDENS","C9",8.452875087,"Dec-12","12","Dec"
"1304","2101S194P002","PIPE",25,"15",NA,NA,"CONCRETE PIPE","MIAMI GARDENS","C9",8.642738455,"Dec-12","12","Dec"
"1305","2101S195P003","PIPE",140,"15",NA,NA,"CONCRETE PIPE","UNINCORPORATED MIAMI-DADE","C9",12.43102448,"Dec-12","12","Dec"
"1306","2101S189P037","PIPE",NA,"15",3.17,NA,"PLASTIC PIPE","MIAMI GARDENS","C9",13.21563786,"Jun-12","12","Jun"
"1307","2101S191P067","PIPE",37.1,NA,7.1,0.55,"SMOOTH PLASTIC PIPE","MIAMI GARDENS","C9",9.67648565,"Jul-12","12","Jul"
"1308","2101S191P068","PIPE",20.39,"18",0.45,0.21,"SMOOTH PLASTIC PIPE","MIAMI GARDENS","C9",6.917567944,"Jul-12","12","Jul"
"1309","2101S191P065","PIPE",42.96,"36",-0.99,-2.35,"SMOOTH PLASTIC PIPE","MIAMI GARDENS","C9",14.63242875,"Jul-12","12","Jul"
"1310","2101S191P064","PIPE",74.88,"42",2.85,2.15,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",25.50569933,"Jul-12","12","Jul"
"1311","2101S191P066","PIPE",NA,NA,NA,NA,NA,"MIAMI GARDENS","C9",4.998376458,"Jul-12","12","Jul"
"1312","2101S191P060","PIPE",39.22,"15",1.6,1.45,"SMOOTH PLASTIC PIPE","MIAMI GARDENS","C9",12.1175234,"Jul-12","12","Jul"
"1313","2101S191P061","PIPE",19.14,"18",1.05,0.85,"SMOOTH PLASTIC PIPE","MIAMI GARDENS","C9",7.773164496,"Jul-12","12","Jul"
"1314","2101S191P062","PIPE",NA,NA,NA,NA,NA,"MIAMI GARDENS","C9",5.315901327,"Jul-12","12","Jul"
"1315","2102S191P025","PIPE",13.31,"18",-0.42,-0.69,"SMOOTH PLASTIC PIPE","MIAMI GARDENS","C9",6.137481178,"Jul-12","12","Jul"
"1316","2102S191P024","PIPE",34.04,"18",2.13,1.58,"SMOOTH PLASTIC PIPE","MIAMI GARDENS","C9",9.536468016,"Jul-12","12","Jul"
"1317","2102S191P023","PIPE",38.36,"18",1.87,1.53,"SMOOTH PLASTIC PIPE","MIAMI GARDENS","C9",14.00827421,"Jul-12","12","Jul"
"1318","2102S191P022","PIPE",46.82,"15",-0.13,-0.24,"SMOOTH PLASTIC PIPE","MIAMI GARDENS","C9",15.96068427,"Jul-12","12","Jul"
"1319","2102S191P020","PIPE",72.4,"18",2.06,1.06,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",24.52732033,"Jul-12","12","Jul"
"1320","2102S191P021","PIPE",NA,"18",4.16,NA,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",8.892804057,"Jul-12","12","Jul"
"1321","2102S191P019","PIPE",80.45,"24",2.06,1.86,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",27.27119794,"Jul-12","12","Jul"
"1322","2102S191P018","PIPE",62.73,"15",5.96,4.42,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",21.32992259,"Jul-12","12","Jul"
"1323","2102S191P017","PIPE",44.97,"15",2.69,2.26,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",15.16271748,"Jul-12","12","Jul"
"1324","2102S191P016","PIPE",185.47,"24",1.9,1.82,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",62.83211809,"Jul-12","12","Jul"
"1325","2102S191P015","PIPE",76.65,"24",2.66,2.61,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",25.96573985,"Jul-12","12","Jul"
"1326","2102S191P014","PIPE",38.41,"15",3.76,NA,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",13.0931698,"Jul-12","12","Jul"
"1327","2102S191P013","PIPE",17.32,"15",5.34,NA,"POLYVINYL PIPE","MIAMI GARDENS","C9",5.953083749,"Jul-12","12","Jul"
"1328","2102S191P012","PIPE",50.14,"15",5.57,4.43,"SMOOTH PLASTIC PIPE","MIAMI GARDENS","C9",16.98655378,"Jul-12","12","Jul"
"1329","2102S191P011","PIPE",180.29,"24",3.09,2.66,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",61.07639372,"Jul-12","12","Jul"
"1330","2102S191P010","PIPE",70.9,"24",3.21,2.99,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",24.01919645,"Jul-12","12","Jul"
"1331","2102S191P009","PIPE",188.29,"24",4.3,3.51,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",63.78538743,"Jul-12","12","Jul"
"1332","2102S191P006","PIPE",39.37,"15",4.3,NA,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",13.40878167,"Jul-12","12","Jul"
"1333","2102S191P005","PIPE",16.16,"15",2.21,NA,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",5.500039354,"Jul-12","12","Jul"
"1334","2102S191P004","PIPE",55.4,"15",4.88,4.61,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",18.7684618,"Jul-12","12","Jul"
"1335","2102S191P008","PIPE",77.39,"15",4.6,4.3,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",26.19771371,"Jul-12","12","Jul"
"1336","2102S199P021","PIPE",47,"36",2.25,2.25,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",26.10602746,"Aug-12","12","Aug"
"1337","2102S199P019","PIPE",167,"36",2.25,2.25,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",40.74486935,"Aug-12","12","Aug"
"1338","2102S199P020","PIPE",187,"36",2.25,2.25,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",21.27945894,"Aug-12","12","Aug"
"1339","2102A012P040","PIPE",NA,"18",2.68,NA,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",8.200590006,"Aug-12","12","Aug"
"1340","2102A012P039","PIPE",56.21,"15",3.48,3.28,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",19.04458844,"Aug-12","12","Aug"
"1341","2102A012P038","PIPE",52.95,"15",4.13,3.1,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",17.97515437,"Aug-12","12","Aug"
"1342","2102A012P037","PIPE",192.36,"18",1.12,0.93,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",65.51985712,"Aug-12","12","Aug"
"1343","2102A012P036","PIPE",52.97,"15",4.62,3.28,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",17.95197771,"Aug-12","12","Aug"
"1344","2102A012P035","PIPE",72.67,"18",5.42,4.35,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",24.75331419,"Aug-12","12","Aug"
"1345","2102A012P034","PIPE",52.26,"15",3.87,3.75,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",17.62200425,"Aug-12","12","Aug"
"1346","2102A012P031","PIPE",43.06,"15",6.2,4.89,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",14.66734864,"Aug-12","12","Aug"
"1347","2102A012P032","PIPE",53.28,"15",5.29,5.17,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",18.05218762,"Aug-12","12","Aug"
"1348","2102A012P033","PIPE",NA,"18",4.47,NA,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",8.989848446,"Aug-12","12","Aug"
"1349","2102A012P027","PIPE",20.79,"15",8.37,6.14,"CONCRETE PIPE","MIAMI GARDENS","C9",7.043202004,"Aug-12","12","Aug"
"1350","2102A012P029","PIPE",31.58,"15",6.14,5.52,"CONCRETE PIPE","MIAMI GARDENS","C9",10.70041654,"Aug-12","12","Aug"
"1351","2102A012P030","PIPE",NA,"18",5.94,NA,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",9.357631714,"Aug-12","12","Aug"
"1352","2102A012P028","PIPE",98.95,"15",5.93,5.82,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",33.70553629,"Aug-12","12","Aug"
"1353","2102A012P026","PIPE",254.22,"18",1.34,1.09,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",86.58822811,"Aug-12","12","Aug"
"1354","2102A012P024","PIPE",21.16,"15",3.53,3.09,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",7.168400075,"Aug-12","12","Aug"
"1355","2102A012P025","PIPE",30.03,"15",3.09,3,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",10.16666025,"Aug-12","12","Aug"
"1356","2102A012P023","PIPE",169.71,"18",2.55,1.19,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",57.8046588,"Aug-12","12","Aug"
"1357","2102A012P021","PIPE",50.05,"15",5.71,5.69,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",17.73150938,"Aug-12","12","Aug"
"1358","2102A012P022","PIPE",21.74,"15",6.91,6.65,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",7.369111626,"Aug-12","12","Aug"
"1359","2102A012P020","PIPE",81.85,"18",2.6,2.55,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",27.87901108,"Aug-12","12","Aug"
"1360","2102A012P018","PIPE",71.61,"15",5.85,5.18,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",24.28179327,"Aug-12","12","Aug"
"1361","2102A012P019","PIPE",28.29,"15",4.98,4,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",9.585755091,"Aug-12","12","Aug"
"1362","2102A012P017","PIPE",25.26,"15",3.64,3.6,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",8.557407068,"Aug-12","12","Aug"
"1363","2102A012P015","PIPE",77.47,"15",3.45,3.17,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",22.89704231,"Aug-12","12","Aug"
"1364","2102A012P014","PIPE",25,"18",5.54,5.54,"CORRUGATED  PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",10.39226551,"Aug-12","12","Aug"
"1365","2102A012P013","PIPE",25,"18",5.46,5.46,"CORRUGATED  PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",10.82468883,"Aug-12","12","Aug"
"1366","2102A012P012","PIPE",25,"18",4.28,4.28,"CORRUGATED  PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",17.64694823,"Aug-12","12","Aug"
"1367","2102A012P011","PIPE",30,"18",5.15,5.15,"CORRUGATED  PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",14.92975268,"Aug-12","12","Aug"
"1368","2102A012P009","PIPE",25,"18",5.44,5.44,"CORRUGATED  PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",17.04823742,"Aug-12","12","Aug"
"1369","2102A012P010","PIPE",25,"18",5.87,5.87,"CORRUGATED  PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",10.12066472,"Aug-12","12","Aug"
"1370","2102A012P007","PIPE",25,"18",4.92,4.92,"CORRUGATED  PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",19.62513435,"Aug-12","12","Aug"
"1371","2102A012P008","PIPE",25,"18",4.98,4.98,"CORRUGATED  PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",10.53429782,"Aug-12","12","Aug"
"1372","2102A012P005","PIPE",25,"18",5.05,5.05,"CORRUGATED  PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",18.9727371,"Aug-12","12","Aug"
"1373","2102A012P006","PIPE",25,"18",5.35,5.35,"CORRUGATED  PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",13.13674397,"Aug-12","12","Aug"
"1374","2102S188P001","PIPE",32,"15",NA,NA,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",10.41836314,"Mar-13","13","Mar"
"1375","2102S188P002","PIPE",25,"18",1.43,1.43,"CORRUGATED PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",8.478017802,"Mar-13","13","Mar"
"1376","2102A012P016","PIPE",25,"15",5.03,5.03,"CORRUGATED  PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",9.69790813,"Aug-12","12","Aug"
"1377","2102S188P003","PIPE",34,"15",NA,NA,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",11.9061829,"Mar-13","13","Mar"
"1378","2102S188P005","PIPE",34,"15",NA,NA,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",11.71973884,"Mar-13","13","Mar"
"1379","2102S188P007","PIPE",31,"15",NA,NA,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",11.5519149,"Mar-13","13","Mar"
"1380","2102S188P009","PIPE",31,"15",NA,NA,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",10.47923326,"Mar-13","13","Mar"
"1381","2102S188P004","PIPE",25,"18",1.91,1.91,"CORRUGATED PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",8.468822192,"Mar-13","13","Mar"
"1382","2102S188P006","PIPE",25,"18",1.98,1.98,"CORRUGATED PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",8.46875594,"Mar-13","13","Mar"
"1383","2102S188P008","PIPE",30,"18",2.1,2.1,"CORRUGATED PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",10.16263063,"Mar-13","13","Mar"
"1384","2102S188P010","PIPE",25,"18",2.73,2.73,"CORRUGATED PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",8.468661729,"Mar-13","13","Mar"
"1385","2102S188P011","PIPE",NA,"24",0.5,NA,"REINFORCED CONCRETE PIPE","MIAMI GARDENS","C9",25.85379765,"Dec-11","11","Dec"
"1386","2102A012P003","PIPE",35,"18",3.89,3.89,"CORRUGATED  PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",17.47284253,"Aug-12","12","Aug"
"1387","2102A012P001","PIPE",35,"18",4.48,4.48,"CORRUGATED  PERFORATED PLASTIC PIPE","MIAMI GARDENS","C9",17.61154661,"Aug-12","12","Aug"
"1388","2102A012P002","PIPE",32.07,"18",3.89,3.88,"SMOOTH METAL PIPE","MIAMI GARDENS","C9",10.86573132,"Aug-12","12","Aug"
"1389","2102A012P004","PIPE",86,"18",3.65,3.45,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",18.61844775,"Aug-12","12","Aug"
"1390","2102S191P026","PIPE",27.34,"18",0.91,0.21,"CORRUGATED PLASTIC PIPE","MIAMI GARDENS","C9",9.241069207,"Jul-12","12","Jul"
"1391","2103D003P003","PIPE",25,"18",2.31,2.31,NA,"MIAMI GARDENS","C9",12.29409039,"Aug-13","13","Aug"
"1392","2104D015P005","PIPE",115,"15",NA,1.97,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",38.78529702,"Jun-12","12","Jun"
"1393","2104D015P004","PIPE",182,"18",NA,-0.22,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",61.65887404,"Jun-12","12","Jun"
"1394","2104D018P004","PIPE",160,"15",NA,0.77,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",61.12769961,"Jun-12","12","Jun"
"1395","2104D018P013","PIPE",110,"24",NA,-1.6,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",25.79664912,"Jun-12","12","Jun"
"1396","2104D019P003","PIPE",145,"15",0.41,-2.3,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",47.53373203,"Jun-12","12","Jun"
"1397","2104D018P016","PIPE",110,"18",NA,-1.66,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",34.28809266,"Jun-12","12","Jun"
"1398","2104D019P004","PIPE",130,"18",-0.6,-1.65,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",44.67053326,"Jun-12","12","Jun"
"1399","2104D018P022","PIPE",110,"18",NA,-0.63,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",40.39563713,"Jun-12","12","Jun"
"1400","2104D019P007","PIPE",140,"18",-3.02,-2.29,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",45.59771817,"Jun-12","12","Jun"
"1401","2104D016P002","PIPE",140,"18",NA,-0.22,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",50.6750157,"Jun-12","12","Jun"
"1402","2104D019P010","PIPE",150,"15",NA,0.77,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",49.86353154,"Jun-12","12","Jun"
"1403","2104D019P011","PIPE",150,"18",NA,-0.65,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",48.78567635,"Jun-12","12","Jun"
"1404","2104S199P039","PIPE",88,"18",1.59,1.22,"SMOOTH PLASTIC PIPE","MIAMI GARDENS","C9",30.16229199,"Dec-12","12","Dec"
"1405","2104S199P041","PIPE",NA,"24",0.72,NA,"SMOOTH PLASTIC PIPE","MIAMI GARDENS","C9",19.06745531,"Dec-12","12","Dec"
"1406","2104S199P040","PIPE",8,"18",1.65,NA,"SMOOTH PLASTIC PIPE","MIAMI GARDENS","C9",2.931895203,"Dec-12","12","Dec"
"1407","2105D009P003","PIPE",180,"18",NA,NA,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",61.94541095,"Apr-12","12","Apr"
"1408","2105D013P009","PIPE",61,"18",-0.14,-0.47,"REINFORCED CONCRETE PIPE","MIAMI GARDENS","C9",25.44353125,"Oct-10","10","Oct"
"1409","2105D013P012","PIPE",NA,"42",NA,NA,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",48.67771391,"Oct-10","10","Oct"
"1410","2105D013P010","PIPE",NA,"18",0.85,NA,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",12.09908689,"Oct-10","10","Oct"
"1411","2105D013P003","PIPE",NA,"36",0.61,NA,"CORRUGATED METAL PIPE","MIAMI GARDENS","C9",10.38985813,"Oct-10","10","Oct"
"1412","2105D013P001","PIPE",72,"18",0.9,0.61,"REINFORCED CONCRETE PIPE","MIAMI GARDENS","C9",21.22894325,"Oct-10","10","Oct"
"1413","2105D014P005","PIPE",81,"18",0.02,-1.45,"REINFORCED CONCRETE PIPE","MIAMI GARDENS","C9",29.61768425,"Oct-10","10","Oct"
"1414","2105D014P004","PIPE",57,"18",0.9,NA,"REINFORCED CONCRETE PIPE","MIAMI GARDENS","C9",17.02992819,"Oct-10","10","Oct"
"1415","2105D014P008","PIPE",90,"18",-0.25,-1.4,"REINFORCED CONCRETE PIPE","MIAMI GARDENS","C9",30.4228158,"Oct-10","10","Oct"
"1416","2105D014P013","PIPE",26,"18",0.43,0.25,"REINFORCED CONCRETE PIPE","MIAMI GARDENS","C9",8.202869236,"Oct-10","10","Oct"
"1417","2105D014P014","PIPE",79,"18",0.51,0.25,"REINFORCED CONCRETE PIPE","MIAMI GARDENS","C9",26.1703459,"Oct-10","10","Oct"
"1418","2105D014P003","PIPE",258,"18",0.92,0.75,"REINFORCED CONCRETE PIPE","MIAMI GARDENS","C9",87.8740617,"Oct-10","10","Oct"
"1419","2105D014P002","PIPE",203,"18",0.75,0.73,"REINFORCED CONCRETE PIPE","MIAMI GARDENS","C9",69.48738382,"Oct-10","10","Oct"
"1420","2105D014P001","PIPE",239,"18",0.75,0.65,"REINFORCED CONCRETE PIPE","MIAMI GARDENS","C9",81.40226927,"Oct-10","10","Oct"
"1421","2105D013P002","PIPE",NA,NA,1,0.65,NA,"MIAMI GARDENS","C9",6.060094819,"Oct-10","10","Oct"
"1422","2106S199P036","PIPE",65.2,"18",1.11,0.78,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",22.0936119,"Aug-11","11","Aug"
"1423","2107D005P045","PIPE",30.3,"12X18",3.21,2.77,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",10.27163169,"Oct-13","13","Oct"
"1424","2107D005P014","PIPE",30.2,"12X18",2.93,2.86,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",10.28672103,"Oct-13","13","Oct"
"1425","2107D005P025","PIPE",30.1,"12X18",2.28,1.63,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",10.25644134,"Oct-13","13","Oct"
"1426","2107D003P022","PIPE",NA,"15",2.9,2.8,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",10.02648792,"Apr-12","12","Apr"
"1427","2107D003P057","PIPE",30.3,"15",1.82,1.68,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",10.32045418,"Sep-13","13","Sep"
"1428","2107D003P037","PIPE",22,"15",1.98,1.27,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.486069434,"Sep-13","13","Sep"
"1429","2107D003P023","PIPE",NA,"18",0.8,0.1,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",52.39443938,"Apr-12","12","Apr"
"1430","2107D003P001","PIPE",NA,"15",2.7,2.1,"ASBESTO PIPE","UNINCORPORATED MIAMI-DADE","C9",14.24927021,"Apr-12","12","Apr"
"1431","2107D003P003","PIPE",NA,"15",2.3,2.1,"ASBESTO PIPE","UNINCORPORATED MIAMI-DADE","C9",9.682971842,"Apr-12","12","Apr"
"1432","2107D003P010","PIPE",NA,"15",0.8,0.7,"DOUBLE WALL POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C9",10.01551977,"Apr-12","12","Apr"
"1433","2107D003P002","PIPE",NA,"18",1.9,NA,"ASBESTO PIPE","UNINCORPORATED MIAMI-DADE","C9",16.1682367,"Apr-12","12","Apr"
"1434","2107D003P004","PIPE",NA,"18",2,NA,"ASBESTO PIPE","UNINCORPORATED MIAMI-DADE","C9",24.92435179,"Apr-12","12","Apr"
"1435","2107D003P005","PIPE",NA,"18",2.3,NA,"ASBESTO PIPE","UNINCORPORATED MIAMI-DADE","C9",24.50880871,"Apr-12","12","Apr"
"1436","2107D003P011","PIPE",NA,"18",0.5,NA,"DOUBLE WALL POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C9",21.84735555,"Apr-12","12","Apr"
"1437","2107D003P008","PIPE",NA,"18",0.8,NA,"DOUBLE WALL POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C9",13.13518673,"Apr-12","12","Apr"
"1438","2107D003P009","PIPE",NA,"18",1.3,NA,"DOUBLE WALL POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C9",12.86811638,"Apr-12","12","Apr"
"1439","2107D003P006","PIPE",NA,"15",1.4,1.2,"DOUBLE WALL POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C9",10.67905061,"Apr-12","12","Apr"
"1440","2107D003P007","PIPE",NA,"18",1.1,NA,"DOUBLE WALL POLYETHYLENE PIPE","UNINCORPORATED MIAMI-DADE","C9",28.59751647,"Apr-12","12","Apr"
"1441","2107D003P016","PIPE",NA,"15",2,1.4,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",17.093241,"Apr-12","12","Apr"
"1442","2107D003P017","PIPE",NA,"18",1.7,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",23.24871396,"Apr-12","12","Apr"
"1443","2107D003P018","PIPE",NA,"15",1.8,1.3,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",18.16142057,"Apr-12","12","Apr"
"1444","2107D003P019","PIPE",NA,"18",1.4,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",26.61538802,"Apr-12","12","Apr"
"1445","2107D003P072","PIPE",NA,"15",2,1.3,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",10.67454586,"Apr-12","12","Apr"
"1446","2107D003P073","PIPE",NA,"18",1.6,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.454668255,"Apr-12","12","Apr"
"1447","2107D003P074","PIPE",NA,"18",1.5,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.400108538,"Apr-12","12","Apr"
"1448","2107D003P067","PIPE",NA,"15",2.2,1.6,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",11.16267434,"Apr-12","12","Apr"
"1449","2107D003P068","PIPE",NA,"18",1.8,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.080752679,"Apr-12","12","Apr"
"1450","2107D003P060","PIPE",NA,"15",1.7,1.6,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",11.84853585,"Apr-12","12","Apr"
"1451","2107D003P059","PIPE",NA,"15",1.9,1.7,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",25.73478412,"Apr-12","12","Apr"
"1452","2107D003P061","PIPE",NA,"18",1.7,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.306335135,"Apr-12","12","Apr"
"1453","2107D003P062","PIPE",NA,"15",1.6,1,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",14.34670188,"Apr-12","12","Apr"
"1454","2107D003P063","PIPE",NA,"15",2.1,1.5,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",16.56994047,"Apr-12","12","Apr"
"1455","2107D003P069","PIPE",NA,"15",1.8,1.6,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",10.9104407,"Apr-12","12","Apr"
"1456","2107D003P066","PIPE",NA,"18",1.6,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.491532632,"Apr-12","12","Apr"
"1457","2107D003P065","PIPE",NA,"18",0.9,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.446202131,"Apr-12","12","Apr"
"1458","2107D003P064","PIPE",NA,"18",1.5,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.472481127,"Apr-12","12","Apr"
"1459","2107D003P070","PIPE",NA,"15",1.6,0.9,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",12.90022978,"Apr-12","12","Apr"
"1460","2107D003P071","PIPE",NA,"18",1.9,1.7,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",120.4420486,"Apr-12","12","Apr"
"1461","2107D003P078","PIPE",NA,"18",1.1,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.513834185,"Apr-12","12","Apr"
"1462","2107D003P077","PIPE",NA,"15",1.3,1,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",13.28968154,"Apr-12","12","Apr"
"1463","2107D004P004","PIPE",NA,"15",2.4,1,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",10.46766365,"Apr-12","12","Apr"
"1464","2107D004P003","PIPE",NA,"18",1.6,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.732782041,"Apr-12","12","Apr"
"1465","2107D004P012","PIPE",63,"15",2.3,2.3,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",22.46209079,"Apr-12","12","Apr"
