"","ID","TYPE","LENGTH","DIAMETER","INVERT_Z1","INVERT_Z2","MATERIAL","MUNIC_NAME","BASIN","Shape__Length","SOURCEDATE","Year","Month"
"1466","2107D004P013","PIPE",20,"15",2.6,2,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",10.91782318,"Apr-12","12","Apr"
"1467","2107D004P014","PIPE",60,"18",2,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",9.50322149,"Apr-12","12","Apr"
"1468","2107D004P010","PIPE",27,"15",2.9,2.7,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",10.05418874,"Apr-12","12","Apr"
"1469","2107D004P009","PIPE",65,"15",2.4,1.9,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",22.6715605,"Apr-12","12","Apr"
"1470","2107D008P013","PIPE",32,"15",2.4,2.3,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",11.74038062,"Apr-12","12","Apr"
"1471","2107D004P022","PIPE",50,"18",2.2,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",16.76414102,"Apr-12","12","Apr"
"1472","2107D008P001","PIPE",NA,"15",2.9,1.6,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",12.78495044,"Apr-12","12","Apr"
"1473","2107D008P002","PIPE",NA,"18",1.7,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.51383578,"Apr-12","12","Apr"
"1474","2107D004P005","PIPE",NA,"15",2.5,2.3,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",14.06224876,"Apr-12","12","Apr"
"1475","2107D004P006","PIPE",NA,"18",2.1,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.513667094,"Apr-12","12","Apr"
"1476","2107D004P001","PIPE",NA,"15",2.3,1.9,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.97682625,"Apr-12","12","Apr"
"1477","2107D004P002","PIPE",NA,"18",2,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.513460592,"Apr-12","12","Apr"
"1478","2107D003P075","PIPE",NA,"15",2.2,1.7,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",13.53656328,"Apr-12","12","Apr"
"1479","2107D003P076","PIPE",NA,"18",1.3,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.513800048,"Apr-12","12","Apr"
"1480","2107D003P032","PIPE",6,"15",1.5,1.5,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",2.941466576,"Apr-12","12","Apr"
"1481","2107D003P033","PIPE",20,"15",2.4,1.9,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.625647373,"Apr-12","12","Apr"
"1482","2107D003P034","PIPE",90,"18",1.4,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",30.44931057,"Apr-12","12","Apr"
"1483","2107D003P031","PIPE",70,"18",1.7,1.1,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",24.95641856,"Apr-12","12","Apr"
"1484","2107D003P030","PIPE",10,"15",2.5,1.1,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",4.119223626,"Apr-12","12","Apr"
"1485","2107D003P028","PIPE",67,"15",2.7,1.3,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",23.6170113,"Apr-12","12","Apr"
"1486","2107D003P029","PIPE",30,"18",1.3,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",10.19750276,"Apr-12","12","Apr"
"1487","2107D003P026","PIPE",29,"15",1.8,1.4,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",10.53968104,"Apr-12","12","Apr"
"1488","2107D003P025","PIPE",175,"18",1.2,1.1,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",60.90582629,"Apr-12","12","Apr"
"1489","2107D003P027","PIPE",85,"18",NA,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",28.68292059,"Apr-12","12","Apr"
"1490","2107D003P024","PIPE",29,"15",1.8,1.7,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",10.7380896,"Apr-12","12","Apr"
"1491","2107D005P004","PIPE",12.5,"15",1.73,1.65,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",4.250310175,"Oct-13","13","Oct"
"1492","2107D005P005","PIPE",25.5,"15",1.9,1.79,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.665805505,"Oct-13","13","Oct"
"1493","2107D005P006","PIPE",115,"18",1.87,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",39.25343218,"Oct-13","13","Oct"
"1494","2107D005P007","PIPE",8,"15",2.06,1.73,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.719355821,"Oct-13","13","Oct"
"1495","2107D005P008","PIPE",18,"15",1.59,1.51,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",6.758976113,"Oct-13","13","Oct"
"1496","2107D005P009","PIPE",85,"18",1.73,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",28.65162746,"Oct-13","13","Oct"
"1497","2107D005P010","PIPE",8,"15",1.83,1.37,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.676727703,"Oct-13","13","Oct"
"1498","2107D005P011","PIPE",18,"15",0.97,0.94,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",6.961382623,"Oct-13","13","Oct"
"1499","2107D005P012","PIPE",100,"18",1.25,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",33.57731053,"Oct-13","13","Oct"
"1500","2107D005P013","PIPE",125,"18",1.12,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",42.6357771,"Oct-13","13","Oct"
"1501","2107D005P016","PIPE",62,"15",2.07,1.36,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",21.01493136,"Oct-13","13","Oct"
"1502","2107D005P017","PIPE",11,"15",2.13,1.97,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.74630173,"Oct-13","13","Oct"
"1503","2107D005P018","PIPE",21.8,"15",2.98,2,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.424501078,"Oct-13","13","Oct"
"1504","2107D005P021","PIPE",295,"18",1.68,1.5,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",101.4127137,"Oct-13","13","Oct"
"1505","2107D005P019","PIPE",9.7,"15",1.99,1.54,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.296848794,"Oct-13","13","Oct"
"1506","2107D005P020","PIPE",21.8,"15",2.32,1.9,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.425443858,"Oct-13","13","Oct"
"1507","2107D005P022","PIPE",10.3,"15",2.06,1.67,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.507045955,"Oct-13","13","Oct"
"1508","2107D005P023","PIPE",20.3,"15",2.86,2.23,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",6.914558729,"Oct-13","13","Oct"
"1509","2107D005P024","PIPE",165,"18",1.88,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",55.89961746,"Oct-13","13","Oct"
"1510","2107D003P014","PIPE",44.4,"15",1.71,1.69,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",15.0310391,"Sep-13","13","Sep"
"1511","2107D003P015","PIPE",95,"18",1.22,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",31.42195717,"Sep-13","13","Sep"
"1512","2107D004P015","PIPE",47.4,"15",2.11,1.67,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",16.04804071,"Sep-13","13","Sep"
"1513","2107D004P017","PIPE",8.3,"15",1.82,1.65,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",2.817539517,"Sep-13","13","Sep"
"1514","2107D004P018","PIPE",22.7,"15",2.12,1.89,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.73024173,"Sep-13","13","Sep"
"1515","2107D004P019","PIPE",60,"18",1.54,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",20.07879175,"Sep-13","13","Sep"
"1516","2107D004P011","PIPE",50,"18",2,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",17.31126586,"Apr-12","12","Apr"
"1517","2107D005P059","PIPE",22.4,"15",2.4,2.35,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.61519926,"Sep-13","13","Sep"
"1518","2107D005P060","PIPE",9.8,"15",2.63,2.38,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.351762199,"Sep-13","13","Sep"
"1519","2107D005P061","PIPE",125,"18",1.73,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",42.42732333,"Sep-13","13","Sep"
"1520","2107D005P066","PIPE",9.5,"15",2.51,2.1,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.225632298,"Sep-13","13","Sep"
"1521","2107D005P065","PIPE",20.8,"15",2.56,2.14,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.087991679,"Sep-13","13","Sep"
"1522","2107D005P062","PIPE",18.1,"15",2.23,1.6,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",6.172493112,"Sep-13","13","Sep"
"1523","2107D005P063","PIPE",10.1,"15",1.13,0.93,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.44195734,"Sep-13","13","Sep"
"1524","2107D005P067","PIPE",170,"18",1.71,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",57.47684826,"Sep-13","13","Sep"
"1525","2107D005P064","PIPE",190,"18",1.73,1.45,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",65.41292571,"Sep-13","13","Sep"
"1526","2107D005P068","PIPE",15.3,"15",1.1,0.91,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",5.212999195,"Sep-13","13","Sep"
"1527","2107D005P072","PIPE",120,"18",1.13,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",40.39250678,"Sep-13","13","Sep"
"1528","2107D005P069","PIPE",60,"18",1.41,1.14,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",21.47305318,"Sep-13","13","Sep"
"1529","2107D005P071","PIPE",8.5,"15",1.02,0.85,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",2.887275678,"Sep-13","13","Sep"
"1530","2107D005P070","PIPE",20.86,"15",2.54,1.81,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.102818653,"Sep-13","13","Sep"
"1531","2107D005P088","PIPE",175,"18",1.29,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",59.56088643,"Sep-13","13","Sep"
"1532","2107D005P086","PIPE",18,"15",2.97,2.24,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",6.10544458,"Sep-13","13","Sep"
"1533","2107D005P087","PIPE",10.4,"15",2.39,2.29,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.542131457,"Sep-13","13","Sep"
"1534","2107D005P079","PIPE",9.9,"15",2.53,2.4,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.367688051,"Sep-13","13","Sep"
"1535","2107D005P080","PIPE",100,"18",1.69,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",34.28688117,"Sep-13","13","Sep"
"1536","2107D005P078","PIPE",185,"18",1.58,1.5,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",65.37355241,"Sep-13","13","Sep"
"1537","2107D005P077","PIPE",9.7,"15",2.49,2.22,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.292975161,"Sep-13","13","Sep"
"1538","2107D005P076","PIPE",20.2,"15",2.92,2.4,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",6.853752855,"Sep-13","13","Sep"
"1539","2107D005P075","PIPE",180,"18",1.55,1.5,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",59.50221084,"Sep-13","13","Sep"
"1540","2107D005P073","PIPE",22.2,"15",2.38,2.09,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.550864842,"Sep-13","13","Sep"
"1541","2107D005P083","PIPE",20.6,"15",1.89,1.66,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",6.991311768,"Sep-13","13","Sep"
"1542","2107D005P084","PIPE",11.7,"15",2.35,2.26,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.989168592,"Sep-13","13","Sep"
"1543","2107D005P085","PIPE",125,"18",1.69,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",41.35926851,"Sep-13","13","Sep"
"1544","2107D005P074","PIPE",9.6,"15",1.24,1.01,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.266163342,"Sep-13","13","Sep"
"1545","2107D006P037","PIPE",21.2,"15",2.4,1.48,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.217158693,"Sep-13","13","Sep"
"1546","2107D006P038","PIPE",7.9,"15",1.9,1.44,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",2.68834754,"Sep-13","13","Sep"
"1547","2107D006P040","PIPE",18.8,"15",2.04,1.79,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",6.412765769,"Sep-13","13","Sep"
"1548","2107D006P041","PIPE",30.7,"15",2.12,1.93,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",10.43751151,"Sep-13","13","Sep"
"1549","2107D006P042","PIPE",62.4,"15",2.35,1.7,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",21.13870802,"Sep-13","13","Sep"
"1550","2107D006P039","PIPE",189,"18",1.61,1.34,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",67.1426139,"Sep-13","13","Sep"
"1551","2107D006P044","PIPE",15.4,"15",1.37,1.14,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",5.245221567,"Sep-13","13","Sep"
"1552","2107D006P043","PIPE",22.2,"15",1.91,1.64,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.553793018,"Sep-13","13","Sep"
"1553","2107D006P045","PIPE",100,"18",1.65,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",33.61808165,"Sep-13","13","Sep"
"1554","2107D006P032","PIPE",17.5,"15",2.21,1.49,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",5.95727736,"Sep-13","13","Sep"
"1555","2107D006P033","PIPE",6,"15",1.38,1.34,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.239613091,"Sep-13","13","Sep"
"1556","2107D006P034","PIPE",155,"18",1.55,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",52.42478329,"Sep-13","13","Sep"
"1557","2107D006P024","PIPE",24.6,"15",1.7,1.6,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.391581931,"Sep-13","13","Sep"
"1558","2107D006P026","PIPE",30,"18",1.37,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",10.15240272,"Sep-13","13","Sep"
"1559","2107D006P025","PIPE",8.8,"15",1.42,1.37,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.006503118,"Sep-13","13","Sep"
"1560","2107D006P021","PIPE",24.6,"15",1.58,1.5,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.383149863,"Sep-13","13","Sep"
"1561","2107D006P022","PIPE",8.4,"15",1.2,1.01,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",2.867511725,"Sep-13","13","Sep"
"1562","2107D006P023","PIPE",60,"18",1.42,1.27,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",21.44723991,"Sep-13","13","Sep"
"1563","2107D006P017","PIPE",65,"18",1.72,1.43,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",23.31708874,"Sep-13","13","Sep"
"1564","2107D006P015","PIPE",11.2,"15",2.06,0.86,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.800514505,"Sep-13","13","Sep"
"1565","2107D006P016","PIPE",20.1,"15",1.76,1.23,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",6.859127096,"Sep-13","13","Sep"
"1566","2107D006P018","PIPE",11.1,"15",1.94,1.71,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.775758007,"Sep-13","13","Sep"
"1567","2107D006P019","PIPE",20.1,"15",1.8,1.52,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",6.838835702,"Sep-13","13","Sep"
"1568","2107D006P020","PIPE",25,"18",1.43,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",10.08721269,"Sep-13","13","Sep"
"1569","2107D006P009","PIPE",90,"18",1.98,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",30.64689532,"Sep-13","13","Sep"
"1570","2107D006P007","PIPE",25.2,"15",1.82,1.6,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.5639332,"Sep-13","13","Sep"
"1571","2107D006P008","PIPE",13.7,"15",2.34,1.61,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",4.656285095,"Sep-13","13","Sep"
"1572","2107D006P014","PIPE",72,"18",1.19,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",24.75196805,"Sep-13","13","Sep"
"1573","2107D006P012","PIPE",24.8,"15",1.69,1.67,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",8.453086159,"Sep-13","13","Sep"
"1574","2107D006P013","PIPE",9,"15",1.93,1.71,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.071621567,"Sep-13","13","Sep"
"1575","2107D005P090","PIPE",9.9,"15",1.19,1.1,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.363570476,"Sep-13","13","Sep"
"1576","2107D005P089","PIPE",22.3,"15",2.44,2.05,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.550324684,"Sep-13","13","Sep"
"1577","2107D005P091","PIPE",105,"18",1.74,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",36.04949909,"Sep-13","13","Sep"
"1578","2107D005P092","PIPE",10.4,"15",1.59,1.5,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.509588439,"Sep-13","13","Sep"
"1579","2107D005P093","PIPE",18.3,"15",1.94,1.51,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",6.183487954,"Sep-13","13","Sep"
"1580","2107D005P094","PIPE",60,"18",1.65,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",20.14068805,"Sep-13","13","Sep"
"1581","2107D006P001","PIPE",10.1,"15",2,1.47,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.435548837,"Sep-13","13","Sep"
"1582","2107D006P002","PIPE",19,"15",1.95,1.21,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",6.435269475,"Sep-13","13","Sep"
"1583","2107D006P003","PIPE",105,"18",1.43,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",36.47685671,"Sep-13","13","Sep"
"1584","2107D006P004","PIPE",10.3,"15",2.53,1.81,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.474603392,"Sep-13","13","Sep"
"1585","2107D006P005","PIPE",19.6,"15",2.85,2.07,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",6.628479331,"Sep-13","13","Sep"
"1586","2107D006P006","PIPE",105,"18",1.61,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",36.30277012,"Sep-13","13","Sep"
"1587","2107D008P003","PIPE",9.1,"15",0.69,0.67,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.084979612,"Sep-13","13","Sep"
"1588","2107D008P004","PIPE",22.2,"15",1.7,1.02,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.523297499,"Sep-13","13","Sep"
"1589","2107D008P005","PIPE",55,"18",0.94,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",19.01806055,"Sep-13","13","Sep"
"1590","2107D008P015","PIPE",9.5,"15",2.46,2.22,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.227743636,"Sep-13","13","Sep"
"1591","2107D008P017","PIPE",100,"18",1.87,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",34.09226271,"Sep-13","13","Sep"
"1592","2107D008P016","PIPE",18.1,"15",2.68,2.1,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",6.131874443,"Sep-13","13","Sep"
"1593","2107D008P022","PIPE",70,"18",1.92,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",23.87589029,"Sep-13","13","Sep"
"1594","2107D008P020","PIPE",12.3,"15",2.35,2.24,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",4.161064791,"Sep-13","13","Sep"
"1595","2107D008P021","PIPE",23,"15",2,1.78,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.778555835,"Sep-13","13","Sep"
"1596","2107D005P003","PIPE",40,"18",1.45,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",13.82264475,"Oct-13","13","Oct"
"1597","2107D005P029","PIPE",20.9,"15",2.05,1.79,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.105380864,"Oct-13","13","Oct"
"1598","2107D005P030","PIPE",9.2,"15",2.21,1.95,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.123001961,"Oct-13","13","Oct"
"1599","2107D005P031","PIPE",99,"18",1.69,1.35,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",34.38231735,"Oct-13","13","Oct"
"1600","2107D005P032","PIPE",27.4,"15",2.02,2,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",9.317882104,"Oct-13","13","Oct"
"1601","2107D005P033","PIPE",11.7,"15",2.5,2.24,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.998508087,"Oct-13","13","Oct"
"1602","2107D005P035","PIPE",23.3,"15",1.9,1.83,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.935401838,"Oct-13","13","Oct"
"1603","2107D005P036","PIPE",9.8,"15",2.2,1.83,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.345383428,"Oct-13","13","Oct"
"1604","2107D005P034","PIPE",70,"18",2.11,1.39,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",24.62565833,"Oct-13","13","Oct"
"1605","2107D005P038","PIPE",22.9,"15",2.65,2.03,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.785174334,"Oct-13","13","Oct"
"1606","2107D005P039","PIPE",13.8,"15",2.39,2.37,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",4.696363242,"Oct-13","13","Oct"
"1607","2107D005P037","PIPE",194,"18",2,1.82,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",66.74662559,"Oct-13","13","Oct"
"1608","2107D005P042","PIPE",20.5,"15",2.65,2.3,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",6.978674038,"Oct-13","13","Oct"
"1609","2107D005P043","PIPE",6.7,"15",1.21,1.16,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",2.264679704,"Oct-13","13","Oct"
"1610","2107D005P040","PIPE",21.7,"15",2.65,1.92,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.378961353,"Oct-13","13","Oct"
"1611","2107D005P041","PIPE",10,"15",2.53,2.23,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.411290477,"Oct-13","13","Oct"
"1612","2107D005P044","PIPE",222,"18",1.7,1.61,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",75.87227261,"Oct-13","13","Oct"
"1613","2107D003P047","PIPE",10.1,"15",NA,NA,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.429711774,"Sep-13","13","Sep"
"1614","2107D003P050","PIPE",10.5,"15",2.07,1.62,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.573516589,"Sep-13","13","Sep"
"1615","2107D003P049","PIPE",22.2,"15",2.86,1.27,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.55265548,"Sep-13","13","Sep"
"1616","2107D003P058","PIPE",50,"18",1.15,NA,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",17.38696116,"Sep-13","13","Sep"
"1617","2107D003P051","PIPE",178,"18",1.35,1.24,"PERFORATED CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",61.37359628,"Sep-13","13","Sep"
"1618","2107D003P052","PIPE",10.4,"15",2.14,1.76,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.526252357,"Sep-13","13","Sep"
"1619","2107D003P053","PIPE",22.4,"15",1.63,1.46,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.639083404,"Sep-13","13","Sep"
"1620","2107D003P054","PIPE",10.4,"15",2.5,2.15,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",3.543947129,"Sep-13","13","Sep"
"1621","2107D003P055","PIPE",22.6,"15",2.06,1.7,"CORRUGATED METAL PIPE","UNINCORPORATED MIAMI-DADE","C9",7.679722043,"Sep-13","13","Sep"
